"ath1_probe";"probe_target_number";"FC_35LFY_Ler_GSE911";"pfp_35LFY_Ler_GSE911";"P.value_35LFY_Ler_GSE911";"FC_DexCyclo_Cyclo_GSE911";"pfp_FC_DexCyclo_Cyclo_GSE911";"P.value_FC_DexCyclo_Cyclo_GSE911";"FC_DEX_MOCK_GSE911";"pfp_DEX_MOCK_GSE911";"P.value_DEX_MOCK_GSE911";"FC_LFYGR_WT_GSE28062";"pfp_LFYGR_WT_GSE28062";"P.value_LFYGR_WT_GSE28062"
"257115_at";12215;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5618;"0.0227";"0,0004"
"257118_at";12218;NA;NA;NA;NA;NA;NA;NA;NA;NA;6.7878;"0";"0"
"257136_at";12236;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3391;"0,0005";"0"
"257137_at";12237;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5662;"0.0133";"0,0004"
"257173_at";12273;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4529;"0.0037";"0,0001"
"257175_s_at";12275;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3962;"0.0587";"0.0016"
"257191_at";12291;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5142;"0.0079";"0,0002"
"257205_at";12305;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6649;"0.0399";"0.0017"
"257208_at";12308;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5752;"0.0123";"0,0002"
"257221_at";12321;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4157;"0.0026";"0"
"257224_at";12324;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6781;"0.0056";"0,0001"
"257228_at";12328;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3469;"0.0766";"0.0025"
"257229_at";12329;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4111;"0.0022";"0"
"257232_at";12332;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5331;"0.0092";"0,0002"
"257236_at";12336;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6093;"0.0209";"0,0007"
"257294_at";12394;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4965;"0.0062";"0,0001"
"257295_at";12395;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5718;"0.0145";"0,0004"
"257300_at";12400;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6974;"0.0664";"0.0033"
"257311_at";12411;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4949;"0.0223";"0,0004"
"257314_at";12414;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3126;"0,0003";"0"
"257315_at";12415;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.6662;"0";"0"
"257319_at";12419;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3997;"0.0927";"0.0034"
"257357_at";12457;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5386;"0.0193";"0,0003"
"257381_at";12481;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7042;"0.0989";"0.0056"
"257398_at";12498;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2192;"0";"0"
"257420_at";12520;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4125;"0.0678";"0.002"
"257431_at";12531;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3719;"0.0638";"0.0018"
"257460_at";12560;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6616;"0.0473";"0.0022"
"257467_at";12567;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5128;"0.0107";"0,0003"
"257502_at";12602;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6494;"0.0336";"0.0014"
"257503_at";12603;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4803;"0.0292";"0,0006"
"257510_at";12610;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5047;"0.0062";"0,0001"
"257543_at";12643;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5257;"0.0133";"0,0004"
"257547_at";12647;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5911;"0.0201";"0,0007"
"257567_at";12667;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6857;"0.0642";"0.0032"
"257580_at";12680;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3889;"0.0943";"0.0035"
"257583_at";12683;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7031;"0.0843";"0.0045"
"257600_at";12700;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5528;"0.011";"0,0003"
"257610_at";12710;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5854;"0.0171";"0,0005"
"257619_at";12719;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6102;"0.0217";"0,0008"
"257641_s_at";12741;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7143;"0.0891";"0.0049"
"257643_at";12743;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5715;"0.0163";"0,0005"
"257715_at";12815;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2987;"0,0003";"0"
"257716_at";12816;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4547;"0.0459";"0.0011"
"257722_at";12822;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6464;"0.0303";"0.0012"
"257748_at";12848;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4274;"0.003";"0"
"257766_at";12866;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4506;"0.0035";"0,0001"
"257780_at";12880;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4814;"0.0308";"0,0006"
"257784_at";12884;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7298;"0.0852";"0.0046"
"257785_at";12885;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6656;"0.038";"0.0016"
"257791_at";12891;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4846;"0.0269";"0,0005"
"257793_at";12893;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0577;"0";"0"
"257799_at";12899;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5351;"0.0197";"0,0003"
"257805_at";12905;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5113;"0.0074";"0,0002"
"257822_at";12922;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7392;"0.0876";"0.0048"
"257854_at";12954;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8042;"0.0018";"0"
"257858_at";12958;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.385;"0.0015";"0"
"257875_at";12975;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6392;"0.0287";"0.0011"
"257916_at";13016;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6459;"0.0361";"0.0015"
"257922_at";13022;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5602;"0.0122";"0,0003"
"257927_at";13027;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5105;"0.0093";"0,0002"
"257949_at";13049;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5262;"0.0101";"0,0003"
"257951_at";13051;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3281;"0,0004";"0"
"257952_at";13052;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5193;"0.0079";"0,0002"
"257954_at";13054;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6902;"0.0783";"0.0041"
"257959_at";13059;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8223;"0.0018";"0"
"257964_at";13064;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.7075;"0,0001";"0"
"257966_at";13066;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3718;"0.0648";"0.0019"
"257969_at";13069;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4365;"0.0389";"0,0008"
"257974_at";13074;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5472;"0.0107";"0,0003"
"257975_at";13075;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6395;"0.0518";"0.0024"
"257978_at";13078;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.694;"0.0698";"0.0036"
"257991_at";13091;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.896;"0.0016";"0"
"258002_at";13102;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5792;"0.0151";"0,0005"
"258003_at";13103;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6205;"0.023";"0,0008"
"258017_at";13117;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3043;"0,0003";"0"
"258024_at";13124;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7272;"0.0767";"0.004"
"258085_at";13185;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5636;"0.0125";"0,0002"
"258156_at";13256;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5301;"0.0089";"0,0002"
"258164_at";13264;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4145;"0.0484";"0.0012"
"258196_at";13296;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5463;"0.0117";"0,0003"
"258203_at";13303;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6834;"0.0639";"0.0032"
"258209_at";13309;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6909;"0.0734";"0.0038"
"258217_at";13317;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4354;"0.0034";"0,0001"
"258218_at";13318;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3711;"0.0011";"0"
"258221_at";13321;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5776;"0.0092";"0,0001"
"258240_at";13340;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1373;"0";"0"
"258241_at";13341;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2171;"0";"0"
"258252_at";13352;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.618;"0.0489";"0.0023"
"258253_at";13353;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4033;"0.0021";"0"
"258255_at";13355;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5444;"0.0111";"0,0003"
"258259_s_at";13359;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5585;"0.012";"0,0003"
"258270_at";13370;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.926;"0";"0"
"258275_at";13375;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4276;"0.0506";"0.0013"
"258277_at";13377;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0693;"0";"0"
"258287_at";13387;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5183;"0.0083";"0,0002"
"258288_at";13388;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5187;"0.0075";"0,0002"
"258291_at";13391;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7373;"0.0927";"0.0051"
"258293_at";13393;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.42;"0.0026";"0"
"258300_at";13400;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5498;"0.0111";"0,0003"
"258306_at";13406;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.2639;"0";"0"
"258316_at";13416;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6756;"0.0428";"0.0019"
"258323_at";13423;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4838;"0.0242";"0,0004"
"258326_at";13426;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5693;"0.017";"0,0005"
"258332_at";13432;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3769;"0.0012";"0"
"258337_at";13437;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.371;"0.0022";"0"
"258338_at";13438;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3888;"0.057";"0.0015"
"258339_at";13439;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1493;"0,0002";"0"
"258377_at";13477;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.1074;"0";"0"
"258396_at";13496;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6321;"0.0267";"0.001"
"258406_at";13506;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3534;"0.0801";"0.0027"
"258414_at";13514;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6518;"0.0372";"0.0016"
"258432_at";13532;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5737;"0.0122";"0,0002"
"258456_at";13556;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4789;"0.0058";"0,0001"
"258468_at";13568;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5204;"0.008";"0,0002"
"258470_at";13570;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5921;"0.018";"0,0006"
"258472_at";13572;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7052;"0.0613";"0.003"
"258487_at";13587;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5736;"0.0161";"0,0005"
"258496_at";13596;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3184;"0.0989";"0.0038"
"258501_at";13601;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3919;"0.0551";"0.0015"
"258505_at";13605;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7398;"0.0985";"0.0055"
"258511_at";13611;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4144;"0.0022";"0"
"258516_at";13616;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5452;"0.0113";"0,0003"
"258527_at";13627;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5563;"0.0137";"0,0002"
"258528_at";13628;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4916;"0.0058";"0,0001"
"258596_at";13696;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.4918;"0";"0"
"258609_at";13709;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6316;"0.0308";"0.0012"
"258610_at";13710;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.394;"0.0484";"0.0012"
"258616_at";13716;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3618;"0.0733";"0.0023"
"258621_at";13721;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4011;"0.0501";"0.0013"
"258626_at";13726;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2361;"0,0001";"0"
"258641_at";13741;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5022;"0.0063";"0,0001"
"258646_at";13746;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0442;"0";"0"
"258661_at";13761;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6445;"0.0077";"0,0001"
"258676_at";13776;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4105;"0.0512";"0.0013"
"258691_at";13791;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4125;"0.0461";"0.0011"
"258698_at";13798;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3459;"0.0852";"0.003"
"258704_at";13804;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7176;"0.0922";"0.0051"
"258723_at";13823;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3548;"0.0737";"0.0023"
"258724_at";13824;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.663;"0.0068";"0,0001"
"258727_at";13827;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2346;"0,0001";"0"
"258741_at";13841;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8366;"0.0044";"0"
"258764_at";13864;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7072;"0.0622";"0.0031"
"258769_at";13869;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1435;"0";"0"
"258784_at";13884;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4323;"0.0362";"0,0007"
"258792_at";13892;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3518;"0.0764";"0.0025"
"258811_at";13911;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5005;"0.0265";"0,0005"
"258830_at";13930;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7454;"0.0929";"0.0052"
"258866_at";13966;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6907;"0.0056";"0,0001"
"258873_at";13973;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2666;"0,0001";"0"
"258880_at";13980;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4676;"0.0369";"0,0008"
"258890_at";13990;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6384;"0.0364";"0.0015"
"258901_at";14001;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4313;"0.003";"0"
"258910_at";14010;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3558;"0.0892";"0.0032"
"258913_at";14013;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5712;"0.0177";"0,0006"
"258917_at";14017;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.534;"0.0184";"0,0003"
"258919_at";14019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5492;"0.0117";"0,0003"
"258925_at";14025;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3968;"0.0662";"0.0019"
"258933_at";14033;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5121;"0.019";"0,0003"
"258934_at";14034;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3902;"0.058";"0.0016"
"258935_at";14035;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7189;"0.08";"0.0042"
"258974_at";14074;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5195;"0.0305";"0,0006"
"258975_at";14075;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4696;"0.0047";"0,0001"
"258979_at";14079;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3765;"0.0014";"0"
"258990_at";14090;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.0937;"0,0003";"0"
"259004_at";14104;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7065;"0.0831";"0.0044"
"259021_at";14121;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5294;"0.0093";"0,0002"
"259033_at";14133;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4296;"0.0027";"0"
"259034_at";14134;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3329;"0.0847";"0.0029"
"259041_at";14141;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4539;"0.0322";"0,0006"
"259071_at";14171;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7283;"0.0831";"0.0044"
"259076_at";14176;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4666;"0.0284";"0,0005"
"259077_s_at";14177;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7114;"0.0646";"0.0032"
"259102_at";14202;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5144;"0.0088";"0,0002"
"259115_at";14215;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4023;"0.0739";"0.0023"
"259116_at";14216;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.618;"0.0239";"0,0009"
"259117_at";14217;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4405;"0.0576";"0.0016"
"259136_at";14236;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3432;"0,0006";"0"
"259149_at";14249;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3271;"0,0004";"0"
"259163_at";14263;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.642;"0.0393";"0.0017"
"259165_at";14265;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4543;"0.0037";"0,0001"
"259174_at";14274;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4186;"0.0606";"0.0017"
"259182_at";14282;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2533;"0,0002";"0"
"259184_at";14284;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5188;"0.0189";"0,0003"
"259200_at";14300;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5534;"0.0152";"0,0005"
"259231_at";14331;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6095;"0.0077";"0,0001"
"259272_at";14372;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.9822;"0,0005";"0"
"259292_at";14392;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3513;"0.0776";"0.0025"
"259297_at";14397;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5539;"0.0166";"0,0002"
"259300_at";14400;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4302;"0.0461";"0.0011"
"259318_at";14418;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6172;"0.012";"0,0001"
"259340_at";14440;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7186;"0.073";"0.0038"
"259372_at";14472;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.272;"0,0003";"0"
"259375_at";14475;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6413;"0.0326";"0.0013"
"259380_at";14480;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4038;"0.002";"0"
"259386_at";14486;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5732;"0.0153";"0,0005"
"259398_at";14498;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5225;"0.0088";"0,0002"
"259399_at";14499;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2901;"0,0002";"0"
"259403_at";14503;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4242;"0.0026";"0"
"259420_at";14520;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4935;"0.0289";"0,0005"
"259424_at";14524;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4493;"0.006";"0,0001"
"259445_at";14545;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5719;"0.017";"0,0005"
"259460_at";14560;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4189;"0.0397";"0,0009"
"259466_at";14566;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1554;"0,0002";"0"
"259479_at";14579;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4669;"0.0055";"0,0001"
"259502_at";14602;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6252;"0.0077";"0,0001"
"259513_at";14613;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6048;"0.0227";"0,0008"
"259516_at";14616;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6826;"0.0552";"0.0027"
"259518_at";14618;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3353;"0.0799";"0.0027"
"259528_at";14628;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7477;"0.0966";"0.0054"
"259530_at";14630;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4433;"0.0378";"0,0008"
"259537_at";14637;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6715;"0.0066";"0,0001"
"259540_at";14640;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.688;"0.062";"0.0031"
"259541_at";14641;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6938;"0.0563";"0.0027"
"259546_at";14646;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5903;"0.0217";"0,0008"
"259548_at";14648;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6314;"0.0081";"0,0001"
"259549_at";14649;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3851;"0.0014";"0"
"259553_x_at";14653;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4251;"0.0026";"0"
"259561_at";14661;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4383;"0.0034";"0,0001"
"259583_at";14683;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6078;"0.0238";"0,0009"
"259598_at";14698;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6943;"0.0525";"0.0025"
"259601_s_at";14701;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4588;"0.0396";"0,0009"
"259609_at";14709;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.708;"0.068";"0.0034"
"259618_at";14718;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6901;"0.0768";"0.004"
"259655_at";14755;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7292;"0.0806";"0.0043"
"259656_at";14756;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4832;"0.0057";"0,0001"
"259705_at";14805;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6007;"0.019";"0,0006"
"259710_at";14810;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7158;"0.0734";"0.0038"
"259713_at";14813;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7125;"0.0694";"0.0035"
"259721_at";14821;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4509;"0.0036";"0,0001"
"259723_at";14823;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3298;"0.0911";"0.0033"
"259725_at";14825;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.354;"0.0661";"0.0019"
"259733_at";14833;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6579;"0.0057";"0,0001"
"259735_at";14835;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6549;"0.0373";"0.0016"
"259751_at";14851;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6876;"0.0576";"0.0028"
"259753_at";14853;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5782;"0.0154";"0,0005"
"259757_at";14857;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.645;"0.0323";"0.0013"
"259766_at";14866;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5674;"0.0253";"0,0004"
"259773_at";14873;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7241;"0.0855";"0.0046"
"259783_at";14883;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6226;"0.0251";"0,0009"
"259786_at";14886;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5002;"0.0062";"0,0001"
"259788_at";14888;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6565;"0.0349";"0.0015"
"259789_at";14889;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4714;"0.0055";"0,0001"
"259801_at";14901;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2578;"0,0001";"0"
"259802_at";14902;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3528;"0,0008";"0"
"259811_at";14911;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4959;"0.0099";"0,0002"
"259817_at";14917;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5224;"0.0308";"0,0006"
"259831_at";14931;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7759;"0.0056";"0,0001"
"259832_at";14932;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4847;"0.0057";"0,0001"
"259845_at";14945;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.518;"0.0095";"0,0002"
"259859_at";14959;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3695;"0.0702";"0.0021"
"259871_at";14971;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0539;"0";"0"
"259875_s_at";14975;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7135;"0.0693";"0.0035"
"259879_at";14979;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.653;"0.016";"0,0002"
"259885_at";14985;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5679;"0.0132";"0,0002"
"259892_at";14992;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4213;"0.0028";"0"
"259902_at";15002;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.483;"0.0285";"0,0005"
"259904_at";15004;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.143;"0,0003";"0"
"259916_at";15016;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6564;"0.0365";"0.0015"
