"ath1_probe";"probe_target_number";"FC_35LFY_vs_LER";"pfp_35LFY_vs_LER_down";"P.value_35LFY_vs_LER_down";"pfp_35LFY_vs_LER_up";"P.value_35LFY_vs_LER_up"
"259809_at";"14909";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259810_at";"14910";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259811_at";"14911";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259812_at";"14912";"0.5551";"0.1597";"0.0018";"1.0133";"0.999"
"259813_at";"14913";"0.5729";"0.1755";"0.0021";"1.0114";"0.9993"
"259814_at";"14914";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259815_at";"14915";"0.9214";"1.0351";"0.1922";"0.9849";"0.7479"
"259816_at";"14916";"0.9853";"1.315";"0.4593";"1.3582";"0.5944"
"259817_at";"14917";"1.023";"0.9283";"0.6462";"1.2282";"0.367"
"259818_at";"14918";"0.9785";"0.9822";"0.1665";"1.0264";"0.2196"
"259819_at";"14919";"1.0556";"1.3424";"0.5";"1.2042";"0.3456"
"259820_at";"14920";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259821_at";"14921";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259822_at";"14922";"1.1454";"1.0106";"0.8109";"0.8968";"0.1432"
"259823_at";"14923";"1.5255";"1.0152";"0.9984";"0.2661";"0.0048"
"259824_at";"14924";"1.1446";"1.0602";"0.9512";"0.8071";"0.0985"
"259825_at";"14925";"0.8996";"0.8783";"0.1183";"1.0572";"0.9431"
"259826_at";"14926";"1.17";"1.0643";"0.9105";"0.8248";"0.1043"
"259827_at";"14927";"0.9844";"1.2788";"0.3674";"0.9853";"0.7453"
"259828_at";"14928";"0.8785";"0.9043";"0.1307";"1.0081";"0.8185"
"259829_at";"14929";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259830_at";"14930";"1.2962";"1.0651";"0.9326";"0.6074";"0.037"
"259831_at";"14931";"0.9752";"1.2717";"0.3574";"0.9965";"0.7864"
"259832_at";"14932";"0.9258";"1.0256";"0.1883";"1.0339";"0.8738"
"259833_at";"14933";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259834_at";"14934";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259835_at";"14935";"1.0067";"1.336";"0.4905";"1.2875";"0.4829"
"259836_at";"14936";"1.0001";"0.9757";"0.6993";"1.2888";"0.4926"
"259837_at";"14937";"0.9455";"1.1184";"0.2394";"0.9684";"0.713"
"259838_at";"14938";"1.1254";"1.0609";"0.9486";"0.8541";"0.1187"
"259839_at";"14939";"0.6446";"0.2788";"0.0057";"1.0169";"0.9982"
"259840_at";"14940";"1.0289";"0.9754";"0.7311";"1.2128";"0.3525"
"259841_at";"14941";"0.8801";"0.8228";"0.0954";"1.0545";"0.9609"
"259842_at";"14942";"0.7886";"0.5879";"0.0376";"1.0477";"0.9773"
"259843_at";"14943";"1.1077";"1.0103";"0.8104";"0.9517";"0.1718"
"259844_at";"14944";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259845_at";"14945";"0.9883";"1.2995";"0.3992";"0.9873";"0.7649"
"259846_at";"14946";"0.66";"0.3125";"0.0075";"1.0192";"0.9975"
"259847_at";"14947";"1.0504";"1.0593";"0.8923";"1.0381";"0.2258"
"259848_at";"14948";"1.0954";"1.0649";"0.9162";"0.9334";"0.1613"
"259849_at";"14949";"1.0536";"1.2727";"0.3596";"1.0265";"0.2195"
"259850_at";"14950";"1.0622";"1.0392";"0.8552";"1.0523";"0.2364"
"259851_at";"14951";"1.0107";"0.9742";"0.7195";"1.2821";"0.432"
"259852_at";"14952";"1.0135";"0.9996";"0.7914";"1.2427";"0.382"
"259853_at";"14953";"1.0846";"0.9896";"0.7694";"1.0644";"0.246"
"259854_at";"14954";"0.8029";"0.6102";"0.0408";"1.045";"0.9819"
"259855_at";"14955";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259856_at";"14956";"0.9009";"0.9161";"0.1357";"0.9866";"0.7342"
"259857_at";"14957";"0.9811";"1.3077";"0.4178";"0.9634";"0.7082"
"259858_at";"14958";"1.1919";"1.0594";"0.954";"0.7005";"0.0632"
"259859_at";"14959";"0.8532";"0.7434";"0.0723";"1.0542";"0.9635"
"259860_at";"14960";"1.0019";"0.9856";"0.7609";"1.2714";"0.4147"
"259861_at";"14961";"0.9706";"1.1514";"0.2612";"1.3492";"0.5818"
"259862_at";"14962";"1.0471";"1.2028";"0.2908";"0.9997";"0.2005"
"259863_at";"14963";"0.8805";"0.834";"0.0989";"1.0574";"0.9442"
"259864_at";"14964";"0.9416";"1.0137";"0.1813";"1.0511";"0.9129"
"259865_at";"14965";"1.1407";"1.0596";"0.9519";"0.829";"0.1075"
"259866_at";"14966";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259867_at";"14967";"0.9625";"1.2374";"0.3209";"1.0017";"0.803"
"259868_at";"14968";"0.762";"0.5344";"0.0278";"1.0467";"0.9794"
"259869_at";"14969";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259870_at";"14970";"1.0355";"0.9179";"0.638";"1.2239";"0.3613"
"259871_at";"14971";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259872_at";"14972";"0.9957";"1.3093";"0.45";"1.2866";"0.4994"
"259873_s_at";"14973";"0.9461";"1.0947";"0.2252";"1.0324";"0.8704"
"259874_at";"14974";"1.032";"1.3638";"0.5381";"1.2916";"0.4547"
"259875_s_at";"14975";"1.1472";"1.0649";"0.9357";"0.7846";"0.0888"
"259876_at";"14976";"0.9554";"1.131";"0.2461";"1.0283";"0.863"
"259877_at";"14977";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259878_at";"14978";"0.7551";"0.5025";"0.0243";"1.0348";"0.9902"
"259879_at";"14979";"1.012";"0.997";"0.786";"1.2317";"0.3716"
"259880_at";"14980";"1.1369";"0.9742";"0.7225";"0.882";"0.1324"
"259881_at";"14981";"1.2114";"0.876";"0.6033";"0.7582";"0.0801"
"259882_at";"14982";"0.9208";"1.1223";"0.2419";"1.3541";"0.5894"
"259883_at";"14983";"1.1782";"1.0583";"0.9576";"0.7492";"0.0766"
"259884_at";"14984";"1.0431";"0.9902";"0.7706";"1.2212";"0.3591"
"259885_at";"14985";"0.694";"0.4493";"0.0175";"1.0172";"0.8429"
"259886_at";"14986";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259887_at";"14987";"1.0175";"1.2919";"0.3859";"1.2314";"0.3702"
"259888_at";"14988";"0.9776";"1.1424";"0.2556";"1.0382";"0.8808"
"259889_at";"14989";"0.9487";"1.1044";"0.2301";"1.031";"0.8686"
"259890_at";"14990";"1.0082";"1.357";"0.5272";"1.3138";"0.5333"
"259891_at";"14991";"0.9151";"0.9257";"0.1392";"1.055";"0.9281"
"259892_at";"14992";"0.9465";"1.1368";"0.2519";"0.9888";"0.7675"
"259893_at";"14993";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259894_at";"14994";"1.1353";"0.9735";"0.7095";"0.8292";"0.1057"
"259895_at";"14995";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259896_at";"14996";"0.9844";"1.3081";"0.4182";"1.3234";"0.5456"
"259897_at";"14997";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259898_at";"14998";"0.9991";"1.3079";"0.445";"0.9857";"0.7391"
"259899_at";"14999";"0.9104";"1.0628";"0.2067";"1.3144";"0.535"
"259900_at";"15000";"1.0238";"1.0056";"0.8023";"1.19";"0.3306"
"259901_at";"15001";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259902_at";"15002";"0.9958";"1.3221";"0.467";"1.3152";"0.5376"
"259903_at";"15003";"0.9876";"1.307";"0.4254";"1.3247";"0.5505"
"259904_at";"15004";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259905_s_at";"15005";"1.0385";"0.9855";"0.7603";"1.1948";"0.3349"
"259906_at";"15006";"1.0582";"1.2933";"0.3897";"0.9979";"0.1991"
"259907_at";"15007";"0.6984";"0.3746";"0.0116";"1.0256";"0.9953"
"259908_at";"15008";"1.0759";"1.0461";"0.8647";"1.017";"0.2117"
"259909_at";"15009";"1.2351";"1.0419";"0.9815";"0.6413";"0.046"
"259910_at";"15010";"1.1044";"1.3245";"0.4737";"0.9906";"0.1943"
"259911_at";"15011";"1.7526";"1.0109";"0.9994";"0.1558";"0.0017"
"259912_at";"15012";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259913_at";"15013";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259914_at";"15014";"1";"1.3437";"0.5061";"1.3318";"0.5595"
"259915_at";"15015";"1.4175";"1.0206";"0.9968";"0.3697";"0.0099"
"259916_at";"15016";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259917_at";"15017";"0.9997";"1.3086";"0.4413";"0.9837";"0.7289"
"259918_at";"15018";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259919_at";"15019";"1.1351";"1.0047";"0.8003";"0.9049";"0.1465"
"259920_at";"15020";"1.1544";"1.0594";"0.9546";"0.8066";"0.0976"
"259921_at";"15021";"1.0047";"0.9739";"0.7152";"1.2906";"0.4679"
"259922_at";"15022";"0.7522";"0.4893";"0.0222";"1.0326";"0.9915"
"259923_at";"15023";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259924_at";"15024";"1.0361";"1.3723";"0.5474";"1.2865";"0.4417"
"259925_at";"15025";"8.4854";"1.0005";"1";"0.0014";"0"
"259926_at";"15026";"1.0261";"1.3079";"0.4403";"1.1979";"0.3384"
"259927_at";"15027";"0.7029";"0.383";"0.0123";"1.0254";"0.9953"
"259928_at";"15028";"0.9972";"1.3066";"0.4301";"0.9869";"0.735"
"259929_at";"15029";"1.1338";"1.0602";"0.9509";"0.8288";"0.1066"
"259930_at";"15030";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259931_at";"15031";"1.0036";"0.9738";"0.7126";"1.2895";"0.4721"
"259932_at";"15032";"0.8927";"0.8569";"0.1092";"1.0569";"0.9522"
"259933_at";"15033";"1.1645";"1.0007";"0.7933";"0.8456";"0.115"
"259934_at";"15034";"1.0078";"1.3394";"0.4954";"1.2898";"0.4715"
"259935_at";"15035";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259936_at";"15036";"0.9792";"1.2216";"0.3087";"1.0143";"0.8345"
"259937_s_at";"15037";"1.2094";"1.0151";"0.8176";"0.7232";"0.0684"
"259938_at";"15038";"1.028";"1.0139";"0.816";"1.1824";"0.3239"
"259939_s_at";"15039";"0.9955";"1.3244";"0.4735";"1.3081";"0.5252"
"259940_at";"15040";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259941_s_at";"15041";"0.9996";"1.2894";"0.3835";"0.9968";"0.7881"
"259942_at";"15042";"1.1237";"1.064";"0.9405";"0.86";"0.1214"
"259943_at";"15043";"1.0861";"1.0506";"0.8739";"1.0259";"0.2184"
"259944_at";"15044";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259945_at";"15045";"0.8199";"0.6632";"0.0524";"1.0542";"0.9626"
"259946_at";"15046";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259947_at";"15047";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259948_at";"15048";"0.933";"1.0767";"0.2162";"0.985";"0.7496"
"259949_at";"15049";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259950_at";"15050";"1.1814";"1.0625";"0.9443";"0.7468";"0.0753"
"259951_at";"15051";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259952_at";"15052";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259953_at";"15053";"0.934";"1.0633";"0.2056";"1.0375";"0.8796"
"259954_at";"15054";"0.8026";"0.6098";"0.0405";"1.0461";"0.9809"
"259955_s_at";"15055";"0.7779";"0.546";"0.03";"1.0404";"0.9867"
"259956_at";"15056";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259957_at";"15057";"0.9736";"1.0744";"0.2144";"1.1505";"0.3023"
"259958_at";"15058";"0.9878";"1.3062";"0.4353";"1.3248";"0.5508"
"259959_at";"15059";"1.0542";"1.0596";"0.8933";"1.0439";"0.2316"
"259960_at";"15060";"1.0352";"0.9754";"0.6914";"1.2052";"0.3468"
"259961_at";"15061";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259962_at";"15062";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259963_at";"15063";"1.0037";"1.3559";"0.5256";"1.3087";"0.5262"
"259964_at";"15064";"1.0319";"0.9844";"0.7562";"1.2501";"0.3896"
"259965_at";"15065";"1.4369";"1.0202";"0.997";"0.3443";"0.0086"
"259966_at";"15066";"1.1954";"0.9335";"0.6506";"0.8017";"0.095"
"259967_at";"15067";"1.1053";"1.0655";"0.9266";"0.896";"0.1421"
"259968_at";"15068";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259969_at";"15069";"0.9809";"1.3086";"0.4136";"1.3339";"0.5629"
"259970_at";"15070";"0.8889";"0.9343";"0.1423";"1.0117";"0.8278"
"259971_at";"15071";"0.9194";"1.0747";"0.2145";"1.0157";"0.8402"
"259972_at";"15072";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259973_at";"15073";"1.0279";"0.9785";"0.7385";"1.2447";"0.3834"
"259974_at";"15074";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259975_at";"15075";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259976_at";"15076";"0.7385";"0.4781";"0.0209";"1.0359";"0.9896"
"259977_at";"15077";"1";"1.3601";"0.5315";"1.3414";"0.5728"
"259978_at";"15078";"0.8624";"0.7871";"0.0834";"1.0575";"0.9508"
"259979_at";"15079";"1.146";"1.0593";"0.953";"0.81";"0.0993"
"259980_at";"15080";"2.1843";"1.005";"0.9999";"0.071";"0.0004"
"259981_at";"15081";"0.7727";"0.5383";"0.0285";"1.0341";"0.9904"
"259982_at";"15082";"1.5836";"1.0125";"0.999";"0.221";"0.0034"
"259983_at";"15083";"0.9243";"1.0146";"0.1825";"0.9854";"0.753"
"259984_at";"15084";"1.1481";"1.0579";"0.9585";"0.803";"0.096"
"259985_at";"15085";"0.9562";"1.1736";"0.2722";"0.9852";"0.7418"
"259986_at";"15086";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259987_at";"15087";"0.9374";"1.0696";"0.2108";"1.0386";"0.8818"
"259988_at";"15088";"1.0144";"0.9747";"0.7263";"1.2738";"0.4177"
"259989_at";"15089";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259990_s_at";"15090";"0.9851";"1.3074";"0.4431";"1.3155";"0.5383"
"259991_at";"15091";"1";"1.0698";"0.5847";"1.0746";"0.627"
"259992_at";"15092";"1.4123";"1.0258";"0.9936";"0.3971";"0.0111"
"259993_at";"15093";"1.0853";"0.9928";"0.776";"1.0005";"0.2011"
"259994_at";"15094";"0.9425";"1.1584";"0.2649";"1.3032";"0.5168"
"259995_at";"15095";"1.2042";"1.0463";"0.978";"0.6944";"0.0581"
"259996_at";"15096";"1.3522";"1.0234";"0.995";"0.4591";"0.0162"
"259997_at";"15097";"1.1191";"1.0552";"0.8826";"0.9382";"0.163"
"259998_at";"15098";"0.9044";"1.1086";"0.2328";"0.8914";"0.6467"
"259999_at";"15099";"3.3256";"1.0022";"1";"0.0294";"0.0001"
"260000_at";"15100";"1.1579";"1.0594";"0.953";"0.763";"0.0813"
"260001_at";"15101";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260002_at";"15102";"0.9668";"1.1045";"0.2301";"1.0438";"0.8905"
"260003_at";"15103";"1.182";"1.051";"0.9719";"0.7336";"0.071"
"260004_at";"15104";"1.0287";"0.9834";"0.753";"1.2575";"0.3977"
"260005_at";"15105";"0.5675";"0.1956";"0.0027";"1.0247";"0.9956"
"260006_at";"15106";"1.0038";"1.3078";"0.4406";"1.2883";"0.4786"
"260007_at";"15107";"0.8945";"0.8666";"0.1128";"1.0567";"0.9419"
"260008_at";"15108";"1.0623";"0.9032";"0.6258";"1.2451";"0.3838"
"260009_at";"15109";"1.1626";"1.0571";"0.9614";"0.7658";"0.0825"
"260010_at";"15110";"1.041";"1.0239";"0.8318";"1.1412";"0.2967"
"260011_at";"15111";"0.6266";"0.3002";"0.0068";"1.0468";"0.9786"
"260012_at";"15112";"0.8324";"0.7607";"0.0769";"0.9927";"0.7786"
"260013_at";"15113";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260014_at";"15114";"0.9805";"1.2511";"0.3363";"0.9832";"0.7283"
"260015_at";"15115";"1";"1.3349";"0.488";"1.304";"0.5178"
"260016_at";"15116";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260017_at";"15117";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260018_at";"15118";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260019_at";"15119";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260020_at";"15120";"0.9061";"0.9728";"0.1614";"0.9737";"0.7177"
"260021_at";"15121";"0.9983";"1.3074";"0.4382";"0.9852";"0.7427"
"260022_at";"15122";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260023_at";"15123";"1.2773";"1.0654";"0.9202";"0.5916";"0.0334"
"260024_at";"15124";"1";"1.3079";"0.4428";"0.9827";"0.7276"
"260025_at";"15125";"1.0319";"0.9847";"0.7574";"1.25";"0.3886"
"260026_at";"15126";"1.1046";"1.0653";"0.9212";"0.9212";"0.1557"
"260027_at";"15127";"0.8399";"0.7128";"0.0643";"1.0567";"0.9529"
"260028_at";"15128";"1.1127";"1.0644";"0.9341";"0.8683";"0.1247"
"260029_at";"15129";"1.0226";"1.2845";"0.3729";"1.2";"0.3419"
"260030_at";"15130";"1.4949";"1.0259";"0.9936";"0.3285";"0.0077"
"260031_at";"15131";"0.6839";"0.3536";"0.0098";"1.0207";"0.9971"
"260032_at";"15132";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260033_at";"15133";"0.9408";"1.0086";"0.1789";"1.053";"0.9186"
"260034_at";"15134";"0.8952";"0.9175";"0.1361";"0.9863";"0.7608"
"260035_at";"15135";"1.0678";"1.4028";"0.5687";"0.9753";"0.1856"
"260036_at";"15136";"1.0365";"1.3518";"0.5197";"1.2746";"0.4195"
"260037_at";"15137";"1.0867";"0.954";"0.6689";"1.0018";"0.2024"
"260038_at";"15138";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260039_at";"15139";"0.9959";"1.3432";"0.5057";"1.3309";"0.5589"
"260040_at";"15140";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260041_at";"15141";"1.0515";"0.9743";"0.7248";"1.1674";"0.3133"
"260042_at";"15142";"0.9602";"1.1734";"0.2722";"0.9862";"0.7375"
"260043_at";"15143";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260044_at";"15144";"0.9629";"1.2096";"0.2973";"0.9865";"0.7634"
"260045_at";"15145";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260046_at";"15146";"0.8627";"0.8915";"0.1231";"1.0176";"0.8436"
"260047_at";"15147";"1.028";"1.0475";"0.8681";"1.1063";"0.2735"
"260048_at";"15148";"0.9523";"1.0413";"0.1959";"1.2036";"0.3451"
"260049_at";"15149";"1.1081";"0.9852";"0.7589";"0.9163";"0.1541"
"260050_at";"15150";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260051_at";"15151";"0.9605";"1.173";"0.272";"0.984";"0.7295"
"260052_at";"15152";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260053_at";"15153";"1.006";"0.9734";"0.7093";"1.2916";"0.452"
"260054_at";"15154";"0.9849";"1.2431";"0.3257";"1.0103";"0.8242"
"260055_at";"15155";"1.1406";"1.064";"0.9403";"0.8348";"0.1101"
"260056_at";"15156";"1.1221";"1.0651";"0.9309";"0.8792";"0.1309"
"260057_at";"15157";"0.9627";"1.2019";"0.2899";"0.9856";"0.7451"
"260058_at";"15158";"1.5536";"1.0134";"0.9989";"0.2432";"0.004"
"260059_at";"15159";"0.5444";"0.1634";"0.0019";"1.0191";"0.9976"
"260060_at";"15160";"1.278";"1.0367";"0.9861";"0.5766";"0.031"
"260061_at";"15161";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260062_at";"15162";"1.0566";"1.0291";"0.8408";"1.0637";"0.245"
"260063_at";"15163";"0.9982";"1.344";"0.5035";"1.3289";"0.5559"
"260064_at";"15164";"0.9662";"1.138";"0.2532";"1.2596";"0.3996"
"260065_at";"15165";"0.9935";"1.3098";"0.4541";"0.9042";"0.6573"
"260066_at";"15166";"0.9214";"1.1363";"0.2505";"1.3251";"0.5513"
"260067_at";"15167";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260068_at";"15168";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260069_at";"15169";"1.002";"1.3082";"0.4165";"1.2911";"0.4616"
"260070_at";"15170";"0.3464";"0.0408";"0.0001";"1.0063";"0.9998"
"260071_at";"15171";"1.1033";"0.9736";"0.7127";"0.9707";"0.1832"
"260072_at";"15172";"0.9845";"1.3077";"0.4143";"1.3241";"0.5487"
"260073_at";"15173";"0.9023";"0.9537";"0.1521";"0.9969";"0.788"
"260074_at";"15174";"0.7552";"0.5236";"0.0266";"1.0484";"0.9765"
"260075_at";"15175";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260076_at";"15176";"0.8436";"0.7417";"0.0708";"0.884";"0.6398"
"260077_at";"15177";"0.911";"1.0186";"0.1838";"1.0058";"0.8122"
"260078_at";"15178";"0.8648";"0.8466";"0.1054";"0.985";"0.7315"
"260079_s_at";"15179";"0.9163";"1.0426";"0.1965";"1.0095";"0.8222"
"260080_at";"15180";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260081_at";"15181";"0.735";"0.4652";"0.0187";"1.0442";"0.9826"
"260082_at";"15182";"0.9696";"1.2901";"0.3848";"1.3384";"0.5679"
"260083_at";"15183";"0.7171";"0.4227";"0.0148";"1.025";"0.9955"
"260084_at";"15184";"0.9996";"1.2943";"0.3883";"0.998";"0.7907"
"260085_at";"15185";"1.164";"1.0571";"0.9609";"0.7551";"0.0793"
"260086_at";"15186";"0.8319";"0.7474";"0.073";"1.0543";"0.9228"
"260087_at";"15187";"1.218";"1.0458";"0.9784";"0.6639";"0.0513"
"260088_at";"15188";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260089_at";"15189";"1.0482";"0.975";"0.6905";"1.1566";"0.3055"
"260090_at";"15190";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260091_at";"15191";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260092_at";"15192";"0.9248";"1.0277";"0.1891";"1.0388";"0.8823"
"260093_at";"15193";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260094_at";"15194";"1.0434";"1.0248";"0.8334";"1.1047";"0.2725"
"260095_at";"15195";"1.0033";"1.3663";"0.5399";"1.3323";"0.5599"
"260096_at";"15196";"1.7731";"1.0133";"0.9989";"0.1658";"0.0019"
"260097_at";"15197";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260098_at";"15198";"1.1399";"1.0641";"0.9395";"0.8058";"0.0974"
"260099_at";"15199";"0.9713";"1.2089";"0.2966";"1.2855";"0.4369"
"260100_at";"15200";"0.9075";"0.9028";"0.1299";"1.0563";"0.9363"
"260101_at";"15201";"1.0062";"1.3037";"0.407";"1.2386";"0.378"
"260102_at";"15202";"1.1387";"1.3881";"0.5588";"0.8926";"0.1394"
"260103_at";"15203";"0.9128";"1.0677";"0.2086";"0.9277";"0.6772"
"260104_x_at";"15204";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260105_at";"15205";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260106_at";"15206";"1.0568";"1.3489";"0.5172";"1.2051";"0.3464"
"260107_at";"15207";"0.9726";"1.2055";"0.2946";"1.0203";"0.849"
"260108_at";"15208";"1.0001";"0.9759";"0.6989";"1.2876";"0.4932"
"260109_at";"15209";"1.0201";"1.3063";"0.4349";"1.2674";"0.4093"
"260110_at";"15210";"0.9289";"1.0311";"0.1905";"1.0341";"0.8744"
"260111_at";"15211";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260112_at";"15212";"0.7266";"0.4953";"0.0237";"1.0233";"0.855"
"260113_at";"15213";"0.8638";"0.8399";"0.1021";"1.0458";"0.8996"
"260114_at";"15214";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260115_at";"15215";"0.9908";"1.2991";"0.3999";"0.9851";"0.75"
"260116_at";"15216";"0.9605";"1.2224";"0.3077";"0.9973";"0.7895"
"260117_at";"15217";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260118_s_at";"15218";"1.201";"1.0564";"0.9627";"0.6951";"0.0603"
"260119_at";"15219";"0.6818";"0.3756";"0.0117";"1.0463";"0.9801"
"260120_at";"15220";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260121_at";"15221";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260122_at";"15222";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260123_at";"15223";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260124_at";"15224";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260125_at";"15225";"0.8047";"0.6165";"0.0416";"1.0421";"0.9848"
"260126_at";"15226";"1.1709";"1.055";"0.967";"0.7577";"0.0799"
"260127_at";"15227";"1.0366";"0.9772";"0.6941";"1.2082";"0.3493"
"260128_at";"15228";"0.9831";"1.2879";"0.3827";"1.2905";"0.4708"
"260129_at";"15229";"1.0828";"1.0654";"0.9182";"0.9414";"0.165"
"260130_s_at";"15230";"0.6559";"0.3194";"0.0079";"1.025";"0.9954"
"260131_at";"15231";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260132_s_at";"15232";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260133_at";"15233";"1.4049";"1.0266";"0.9931";"0.4218";"0.0127"
"260134_at";"15234";"0.9823";"1.2839";"0.3724";"0.9866";"0.7632"
"260135_at";"15235";"0.6307";"0.2568";"0.0049";"1.016";"0.9984"
"260136_at";"15236";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260137_at";"15237";"0.9523";"1.1881";"0.2813";"1.2884";"0.5018"
"260138_at";"15238";"0.9984";"1.3077";"0.4403";"1.2903";"0.469"
"260139_at";"15239";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260140_at";"15240";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260141_at";"15241";"2.0799";"1.0056";"0.9999";"0.0794";"0.0005"
"260142_at";"15242";"1.139";"0.9949";"0.7817";"0.9062";"0.1472"
"260143_at";"15243";"1.6131";"1.0111";"0.9993";"0.1951";"0.0027"
"260144_at";"15244";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260145_at";"15245";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260146_at";"15246";"1.1047";"1.0654";"0.9173";"0.8717";"0.1273"
"260147_at";"15247";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260148_at";"15248";"1";"1.0698";"0.5847";"1.0746";"0.627"
"260149_at";"15249";"1";"1.3599";"0.5315";"1.3414";"0.5727"
"260150_at";"15250";"1.2742";"1.0399";"0.9837";"0.592";"0.0333"
"260151_at";"15251";"0.8314";"0.684";"0.0562";"1.0476";"0.9773"
"260152_at";"15252";"0.9226";"1.0824";"0.2186";"1.0085";"0.8196"
"260153_at";"15253";"1.093";"1.0655";"0.9255";"0.9416";"0.1661"
"260154_at";"15254";"0.8906";"0.9454";"0.1465";"1.0069";"0.8163"
"260155_at";"15255";"0.8578";"0.7545";"0.075";"1.0528";"0.9677"
"260156_at";"15256";"1.002";"1.2268";"0.312";"1.1993";"0.3416"
"260157_at";"15257";"0.9462";"1.0426";"0.1966";"1.3555";"0.5917"
"260158_at";"15258";"1";"1.0698";"0.5847";"1.0746";"0.627"
