"ath1_probe";"probe_target_number";"FC_LFYGR_WT_GSE28062";"pfp_LFYGR_WT_down";"P.value_LFYGR_WT_down";"pfp_LFYGR_WT_up";"P.value_LFYGR_WT_up"
"258786_at";"13886";"1.0078";"1.5434";"0.4576";"1.4168";"0.5366"
"258787_at";"13887";"0.9606";"1.4763";"0.4082";"1.0418";"0.8002"
"258788_at";"13888";"1.0477";"1.0441";"0.7077";"0.8998";"0.2128"
"258789_at";"13889";"0.9735";"1.3398";"0.3275";"1.5111";"0.6385"
"258790_at";"13890";"0.9855";"1.5269";"0.4439";"1.4789";"0.6005"
"258791_at";"13891";"0.5919";"0.0184";"0.0006";"1.0302";"1"
"258792_at";"13892";"1.3518";"1.023";"0.9998";"0.0764";"0.0025"
"258793_at";"13893";"1.04";"1.6409";"0.5999";"0.9051";"0.2153"
"258794_at";"13894";"0.7933";"0.2614";"0.0216";"1.1043";"0.9838"
"258795_at";"13895";"1.0019";"1.0527";"0.7552";"1.5099";"0.644"
"258796_at";"13896";"0.8201";"0.2428";"0.0195";"1.0721";"0.9981"
"258797_at";"13897";"0.8638";"0.3991";"0.0401";"1.0844";"0.9958"
"258798_at";"13898";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258799_at";"13899";"1.1303";"1.0691";"0.744";"0.7215";"0.1387"
"258800_at";"13900";"1.1337";"1.0792";"0.9903";"0.4696";"0.0631"
"258801_at";"13901";"1.1098";"1.0624";"0.7885";"0.6302";"0.1077"
"258802_at";"13902";"1.0069";"1.6389";"0.5986";"1.484";"0.6062"
"258803_at";"13903";"0.7574";"0.1098";"0.0064";"1.0542";"0.9996"
"258804_at";"13904";"0.9457";"0.9159";"0.1571";"1.1087";"0.9668"
"258805_at";"13905";"1.0374";"1.0892";"0.8539";"1.241";"0.4024"
"258806_at";"13906";"1.191";"1.1042";"0.9671";"0.3797";"0.042"
"258807_at";"13907";"0.8321";"0.5352";"0.0643";"1.0315";"0.7851"
"258808_at";"13908";"1";"1.0671";"0.7452";"1.4857";"0.6651"
"258809_at";"13909";"0.9855";"1.4749";"0.407";"1.0752";"0.8813"
"258810_at";"13910";"1.1033";"1.1066";"0.9594";"0.6642";"0.1186"
"258811_at";"13911";"1.5005";"1.0208";"0.9998";"0.0265";"0.0005"
"258812_at";"13912";"0.9467";"1.1419";"0.2382";"1.0427";"0.8208"
"258813_at";"13913";"0.9884";"1.4238";"0.3758";"1.0859";"0.9023"
"258814_at";"13914";"1.1189";"1.1075";"0.9575";"0.6289";"0.1072"
"258815_at";"13915";"0.9474";"1.0144";"0.1883";"1.1065";"0.9519"
"258816_at";"13916";"0.9707";"1.4063";"0.3663";"1.4768";"0.5975"
"258817_at";"13917";"1.0999";"1.1092";"0.9535";"0.7218";"0.1389"
"258818_at";"13918";"1.0327";"1.6138";"0.5276";"1.056";"0.2912"
"258819_at";"13919";"1.075";"1.1099";"0.9453";"0.812";"0.1749"
"258820_at";"13920";"1.1448";"1.0911";"0.9827";"0.4572";"0.0596"
"258821_at";"13921";"0.9588";"0.9697";"0.1737";"1.108";"0.9766"
"258822_s_at";"13922";"1.2132";"1.108";"0.955";"0.2585";"0.0206"
"258823_at";"13923";"1.1168";"1.0996";"0.889";"0.6188";"0.1034"
"258824_at";"13924";"1.1138";"1.1078";"0.9305";"0.664";"0.1186"
"258825_at";"13925";"1.1884";"1.0608";"0.9955";"0.3021";"0.0275"
"258826_at";"13926";"0.9581";"1.5836";"0.4982";"1.321";"0.4612"
"258827_at";"13927";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258828_at";"13928";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258829_at";"13929";"1.1112";"1.1006";"0.9733";"0.575";"0.09"
"258830_at";"13930";"0.7454";"0.0929";"0.0052";"1.0513";"0.9997"
"258831_at";"13931";"0.9732";"1.3678";"0.3437";"1.4487";"0.5685"
"258832_at";"13932";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258833_at";"13933";"0.9548";"1.0368";"0.1956";"1.0449";"0.8042"
"258834_at";"13934";"0.785";"0.1885";"0.0136";"1.0867";"0.9952"
"258835_at";"13935";"1";"1.0656";"0.746";"1.4906";"0.6635"
"258836_at";"13936";"1.1724";"1.0661";"0.7966";"0.3839";"0.043"
"258837_at";"13937";"0.8371";"0.2854";"0.0244";"1.0729";"0.998"
"258838_at";"13938";"1.0275";"1.6291";"0.5434";"1.1073";"0.3201"
"258839_at";"13939";"1.0179";"1.6779";"0.6626";"1.3249";"0.464"
"258840_at";"13940";"1.2719";"1.1016";"0.8954";"0.2186";"0.0149"
"258841_at";"13941";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258842_at";"13942";"0.9559";"1.395";"0.3592";"1.4452";"0.5652"
"258843_at";"13943";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258844_at";"13944";"1.0621";"1.0711";"0.8072";"0.94";"0.2322"
"258845_at";"13945";"1.2514";"1.0365";"0.999";"0.1756";"0.0101"
"258846_at";"13946";"1.0565";"1.1005";"0.9733";"0.8505";"0.1918"
"258847_at";"13947";"1.0823";"1.1065";"0.9168";"0.8265";"0.1809"
"258848_at";"13948";"1.0934";"1.1041";"0.9672";"0.7277";"0.1409"
"258849_at";"13949";"1.0741";"1.0529";"0.7212";"0.6094";"0.1004"
"258850_at";"13950";"1.1206";"1.1016";"0.8951";"0.5537";"0.0838"
"258851_at";"13951";"1.0989";"1.1047";"0.9058";"0.6482";"0.1135"
"258852_at";"13952";"1.0575";"1.0532";"0.7661";"0.9621";"0.2421"
"258853_at";"13953";"1.1118";"1.0818";"0.8347";"0.6545";"0.1153"
"258854_at";"13954";"1.0001";"1.0637";"0.7476";"1.4974";"0.6603"
"258855_at";"13955";"1.1986";"1.109";"0.9369";"0.3285";"0.0317"
"258856_at";"13956";"1.1179";"1.1101";"0.9448";"0.6552";"0.1159"
"258857_at";"13957";"0.7738";"0.1359";"0.0084";"1.0563";"0.9995"
"258858_at";"13958";"1.0886";"1.1074";"0.9578";"0.7033";"0.1316"
"258859_at";"13959";"0.9827";"1.5976";"0.5125";"1.4426";"0.5601"
"258860_at";"13960";"1.2532";"1.0422";"0.9984";"0.1878";"0.0114"
"258861_at";"13961";"1.3014";"1.0456";"0.998";"0.1321";"0.0062"
"258862_at";"13962";"0.9454";"1.1359";"0.2351";"1.0432";"0.8022"
"258863_at";"13963";"1.3068";"1.0779";"0.9908";"0.1386";"0.0068"
"258864_at";"13964";"1.0729";"1.109";"0.9368";"0.8804";"0.2035"
"258865_at";"13965";"1.0002";"1.052";"0.7199";"1.4803";"0.6667"
"258866_at";"13966";"1.6907";"1.0102";"1";"0.0056";"0.0001"
"258867_at";"13967";"1.0921";"1.6681";"0.6434";"0.9272";"0.2265"
"258868_at";"13968";"1.05";"1.6115";"0.5249";"1.0239";"0.2745"
"258869_at";"13969";"1.0066";"1.0532";"0.7664";"1.5006";"0.621"
"258870_at";"13970";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258871_at";"13971";"0.9972";"1.6418";"0.6011";"1.5066";"0.6998"
"258872_at";"13972";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258873_at";"13973";"0.2666";"0.0001";"0";"1.008";"1"
"258874_at";"13974";"1";"1.065";"0.7463";"1.4916";"0.6629"
"258875_at";"13975";"1.1469";"1.0718";"0.9928";"0.4517";"0.0583"
"258876_at";"13976";"1.0283";"1.6683";"0.6468";"0.7953";"0.168"
"258877_at";"13977";"1.1219";"1.6458";"0.5724";"0.4185";"0.0507"
"258878_at";"13978";"0.8537";"0.4954";"0.0568";"1.043";"0.8201"
"258879_at";"13979";"0.7805";"0.2022";"0.015";"1.0884";"0.9948"
"258880_at";"13980";"1.4676";"1.035";"0.9992";"0.0369";"0.0008"
"258881_at";"13981";"1.0174";"1.6753";"0.6576";"1.2643";"0.4202"
"258882_at";"13982";"0.8343";"0.3622";"0.0348";"1.1089";"0.9745"
"258883_at";"13983";"1.1649";"1.0872";"0.9858";"0.413";"0.0492"
"258884_at";"13984";"1.0597";"1.0539";"0.771";"1.048";"0.286"
"258885_at";"13985";"1.1252";"1.0606";"0.7857";"0.4803";"0.0659"
"258886_at";"13986";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258887_at";"13987";"1.0072";"1.0791";"0.8288";"1.4046";"0.5274"
"258888_at";"13988";"1.0509";"1.0602";"0.784";"0.9593";"0.2405"
"258889_at";"13989";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258890_at";"13990";"0.6384";"0.0364";"0.0015";"1.0446";"0.9999"
"258891_at";"13991";"1.0036";"1.6878";"0.6808";"1.4857";"0.6081"
"258892_at";"13992";"1.0975";"1.075";"0.8194";"0.7319";"0.1424"
"258893_at";"13993";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258894_at";"13994";"0.9575";"1.0811";"0.2137";"1.1074";"0.9584"
"258895_at";"13995";"1.0113";"1.6779";"0.6664";"1.3462";"0.4799"
"258896_at";"13996";"1.1177";"1.068";"0.7447";"0.7526";"0.1508"
"258897_at";"13997";"1.0648";"1.1072";"0.9195";"0.8735";"0.2008"
"258898_at";"13998";"1.0929";"1.0933";"0.8663";"0.9148";"0.2197"
"258899_at";"13999";"1.099";"1.0612";"0.7867";"0.7929";"0.1669"
"258900_at";"14000";"0.9261";"0.8593";"0.1387";"1.1077";"0.9591"
"258901_at";"14001";"0.4313";"0.003";"0";"1.0159";"1"
"258902_at";"14002";"1.2134";"1.0453";"0.9981";"0.2511";"0.0192"
"258903_at";"14003";"1.053";"1.0958";"0.8738";"0.9971";"0.2597"
"258904_at";"14004";"0.9584";"1.1628";"0.2473";"1.0727";"0.8748"
"258905_at";"14005";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258906_at";"14006";"0.9686";"1.5298";"0.4475";"1.5284";"0.7263"
"258907_at";"14007";"0.7131";"0.1379";"0.0086";"1.096";"0.9917"
"258908_at";"14008";"0.9985";"1.5379";"0.4539";"1.3163";"0.4566"
"258909_at";"14009";"1.0366";"1.5906";"0.5043";"1.1555";"0.3482"
"258910_at";"14010";"1.3558";"1.0612";"0.9954";"0.0892";"0.0032"
"258911_at";"14011";"1.0505";"1.6359";"0.5922";"1.0559";"0.2909"
"258912_at";"14012";"0.9893";"1.6172";"0.5312";"1.0498";"0.8331"
"258913_at";"14013";"0.5712";"0.0177";"0.0006";"1.0387";"0.9999"
"258914_at";"14014";"0.9795";"1.371";"0.3449";"1.0932";"0.9159"
"258915_at";"14015";"1.0647";"1.1025";"0.8994";"0.9411";"0.2328"
"258916_at";"14016";"1.0094";"1.0536";"0.7533";"1.2336";"0.3985"
"258917_at";"14017";"1.534";"1.0112";"1";"0.0184";"0.0003"
"258918_at";"14018";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258919_at";"14019";"0.5492";"0.0117";"0.0003";"1.0273";"1"
"258920_at";"14020";"0.9324";"0.8323";"0.1319";"1.179";"0.3636"
"258921_at";"14021";"1.1077";"1.0729";"0.811";"0.5937";"0.0953"
"258922_at";"14022";"0.9273";"0.8616";"0.1395";"1.1082";"0.9615"
"258923_at";"14023";"1.2751";"1.0429";"0.9984";"0.1535";"0.008"
"258924_at";"14024";"0.8999";"0.6096";"0.0783";"1.1053";"0.9821"
"258925_at";"14025";"1.3968";"1.048";"0.9976";"0.0662";"0.0019"
"258926_s_at";"14026";"0.8403";"0.4285";"0.0452";"1.1008";"0.9372"
"258927_at";"14027";"1.1152";"1.1092";"0.9518";"0.639";"0.1107"
"258928_at";"14028";"1.0773";"1.6751";"0.6576";"0.7239";"0.1394"
"258929_at";"14029";"1.2242";"1.0939";"0.9793";"0.2635";"0.0212"
"258930_at";"14030";"0.9387";"0.9496";"0.1675";"1.109";"0.964"
"258931_at";"14031";"1.052";"1.0691";"0.8042";"1.0467";"0.285"
"258932_at";"14032";"0.9995";"1.6343";"0.5864";"1.0416";"0.813"
"258933_at";"14033";"1.5121";"1.0106";"1";"0.019";"0.0003"
"258934_at";"14034";"1.3902";"1.0182";"0.9999";"0.058";"0.0016"
"258935_at";"14035";"0.7189";"0.08";"0.0042";"1.052";"0.9997"
"258936_s_at";"14036";"1.1096";"1.6711";"0.6516";"0.5531";"0.0836"
"258937_at";"14037";"0.9183";"0.7539";"0.1104";"1.1077";"0.9783"
"258938_at";"14038";"0.7771";"0.1628";"0.011";"1.0663";"0.9988"
"258939_at";"14039";"1.1428";"1.0702";"0.9932";"0.4584";"0.06"
"258940_at";"14040";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258941_at";"14041";"1.3042";"1.0794";"0.9903";"0.1556";"0.0082"
"258942_at";"14042";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258943_at";"14043";"1.0005";"1.0564";"0.7506";"1.5067";"0.6542"
"258944_at";"14044";"1.1332";"1.6817";"0.6706";"0.5593";"0.0859"
"258945_at";"14045";"1.1293";"1.6791";"0.6673";"0.8427";"0.1882"
"258946_at";"14046";"0.8665";"0.4009";"0.0404";"1.0836";"0.9959"
"258947_at";"14047";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258948_at";"14048";"1.119";"1.0783";"0.9907";"0.5345";"0.0786"
"258949_at";"14049";"1.1697";"1.102";"0.9723";"0.4271";"0.0528"
"258950_at";"14050";"0.8314";"0.2739";"0.0231";"1.0766";"0.9975"
"258951_at";"14051";"1.0255";"1.648";"0.6114";"0.7508";"0.1497"
"258952_at";"14052";"0.8233";"0.3092";"0.0277";"1.0986";"0.9896"
"258953_at";"14053";"0.979";"1.6383";"0.5824";"1.5295";"0.7276"
"258954_at";"14054";"1.064";"1.6561";"0.6221";"0.9849";"0.2533"
"258955_s_at";"14055";"1.0151";"1.0848";"0.8437";"1.3681";"0.4955"
"258956_at";"14056";"0.9612";"1.0676";"0.2077";"1.4241";"0.5432"
"258957_at";"14057";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258958_at";"14058";"1.0095";"1.6658";"0.6374";"1.435";"0.5528"
"258959_at";"14059";"1.0003";"1.0555";"0.7511";"1.4954";"0.6615"
"258960_at";"14060";"0.9846";"1.5146";"0.4348";"1.059";"0.8476"
"258961_at";"14061";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258962_at";"14062";"0.9621";"1.4828";"0.4124";"1.0051";"0.7525"
"258963_at";"14063";"1.049";"1.6141";"0.5271";"1.0261";"0.2756"
"258964_at";"14064";"0.993";"1.6187";"0.5332";"1.2887";"0.4364"
"258965_at";"14065";"0.7858";"0.1603";"0.0107";"1.0616";"0.9991"
"258966_at";"14066";"1.2109";"1.0739";"0.8168";"0.2899";"0.0255"
"258967_at";"14067";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258968_at";"14068";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258969_at";"14069";"0.9346";"1.3091";"0.3105";"1.0381";"0.7943"
"258970_at";"14070";"0.9662";"1.3462";"0.3319";"1.0608";"0.8507"
"258971_at";"14071";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258972_at";"14072";"0.9887";"1.5819";"0.4962";"1.0445";"0.8096"
"258973_at";"14073";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258974_at";"14074";"1.5195";"1.0298";"0.9995";"0.0305";"0.0006"
"258975_at";"14075";"0.4696";"0.0047";"0.0001";"1.0187";"1"
"258976_at";"14076";"1.2119";"1.0544";"0.9968";"0.2657";"0.0218"
"258977_s_at";"14077";"1.1397";"1.0706";"0.9932";"0.4621";"0.0608"
"258978_at";"14078";"1.1831";"1.1074";"0.924";"0.3076";"0.0286"
"258979_at";"14079";"0.3765";"0.0014";"0";"1.0139";"1"
"258980_at";"14080";"1.0027";"1.0749";"0.8191";"1.4347";"0.5525"
"258981_at";"14081";"0.9255";"1.1106";"0.2247";"1.4968";"0.6897"
"258982_at";"14082";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"258983_at";"14083";"1";"1.06";"0.749";"1.485";"0.6655"
"258984_at";"14084";"1.0385";"1.5269";"0.4447";"1.2845";"0.4334"
"258985_at";"14085";"1.0004";"1.055";"0.7518";"1.4977";"0.6603"
"258986_at";"14086";"1.0422";"1.098";"0.881";"1.1165";"0.3253"
"258987_at";"14087";"0.9575";"1.1212";"0.2283";"1.0083";"0.7576"
"258988_at";"14088";"1.1048";"1.1008";"0.8925";"0.6862";"0.126"
"258989_at";"14089";"1.0857";"1.0829";"0.8383";"0.8067";"0.173"
"258990_at";"14090";"2.0937";"1.0046";"1";"0.0003";"0"
"258991_at";"14091";"0.9004";"0.8756";"0.1443";"1.0859";"0.902"
"258992_at";"14092";"1.0677";"1.1035";"0.9025";"0.9226";"0.2234"
"258993_at";"14093";"0.9939";"1.5723";"0.4848";"1.4921";"0.6628"
"258994_at";"14094";"1.0507";"1.635";"0.5875";"1.2264";"0.3944"
"258995_at";"14095";"0.9659";"1.4639";"0.3992";"1.0068";"0.7551"
"258996_at";"14096";"1.0289";"1.0573";"0.7501";"1.1823";"0.3656"
"258997_at";"14097";"1.0717";"1.6611";"0.6263";"0.9885";"0.255"
"258998_at";"14098";"1.0214";"1.0685";"0.7423";"1.4089";"0.5319"
"258999_at";"14099";"1.1278";"1.1059";"0.962";"0.5838";"0.0925"
"259000_at";"14100";"0.8815";"0.5252";"0.0621";"1.1039";"0.9848"
"259001_at";"14101";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259002_at";"14102";"1.085";"1.5579";"0.4717";"0.8768";"0.2017"
"259003_at";"14103";"1.1949";"1.108";"0.9322";"0.4063";"0.0477"
"259004_at";"14104";"0.7065";"0.0831";"0.0044";"1.0582";"0.9994"
"259005_at";"14105";"1.0271";"1.0979";"0.8824";"1.2254";"0.3928"
"259006_at";"14106";"0.9215";"0.7087";"0.0987";"1.0994";"0.989"
"259007_at";"14107";"0.949";"1.0298";"0.1931";"1.5252";"0.7215"
"259008_at";"14108";"0.8786";"0.4451";"0.048";"1.0869";"0.9952"
"259009_at";"14109";"0.8437";"0.311";"0.028";"1.0777";"0.9973"
"259010_at";"14110";"1.0004";"1.0571";"0.7504";"1.5035";"0.658"
"259011_s_at";"14111";"1.0343";"1.6002";"0.5137";"1.258";"0.4153"
"259012_at";"14112";"0.8847";"0.7471";"0.1085";"1.0748";"0.8804"
"259013_at";"14113";"0.9265";"0.7914";"0.1204";"1.1087";"0.9736"
"259014_at";"14114";"0.9419";"1.1216";"0.229";"1.0713";"0.8721"
"259015_at";"14115";"1.1753";"1.0698";"0.9934";"0.3544";"0.0369"
"259016_at";"14116";"1.0258";"1.0587";"0.7289";"1.3017";"0.446"
"259017_at";"14117";"1.0337";"1.1072";"0.958";"0.997";"0.2598"
"259018_at";"14118";"0.9009";"0.6568";"0.0877";"1.1074";"0.9562"
"259019_at";"14119";"0.8807";"0.736";"0.1054";"1.0936";"0.918"
"259020_at";"14120";"1.2301";"1.0489";"0.9976";"0.2203";"0.0151"
"259021_at";"14121";"0.5294";"0.0093";"0.0002";"1.0234";"1"
"259022_at";"14122";"0.9713";"1.3714";"0.3455";"1.4243";"0.5434"
"259023_at";"14123";"1.0725";"1.0641";"0.7928";"0.8196";"0.1782"
"259024_at";"14124";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259025_at";"14125";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259026_at";"14126";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259027_at";"14127";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259028_at";"14128";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259029_at";"14129";"1.0569";"1.1083";"0.9356";"0.9267";"0.2256"
"259030_at";"14130";"1.0729";"1.6254";"0.5406";"0.8225";"0.1792"
"259031_at";"14131";"1.0601";"1.0968";"0.8763";"1.0165";"0.2695"
"259032_at";"14132";"1.0006";"1.5331";"0.4501";"1.4062";"0.5298"
"259033_at";"14133";"0.4296";"0.0027";"0";"1.0147";"1"
"259034_at";"14134";"1.3329";"1.0243";"0.9997";"0.0847";"0.0029"
"259035_at";"14135";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259036_at";"14136";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259037_at";"14137";"1.0888";"1.6826";"0.6731";"0.6548";"0.1156"
"259038_at";"14138";"1.0664";"1.0296";"0.6897";"1.1634";"0.3526"
"259039_at";"14139";"0.9934";"1.6364";"0.5546";"1.3445";"0.4788"
"259040_at";"14140";"0.7921";"0.2428";"0.0194";"1.1032";"0.9855"
"259041_at";"14141";"1.4539";"1.0149";"0.9999";"0.0322";"0.0006"
"259042_at";"14142";"0.8758";"0.4765";"0.0535";"1.0942";"0.9926"
"259043_at";"14143";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259044_at";"14144";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259045_at";"14145";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259046_at";"14146";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259047_at";"14147";"1.0106";"1.6191";"0.5331";"1.5102";"0.6363"
"259048_at";"14148";"1.0346";"1.0564";"0.7262";"1.0475";"0.2856"
"259049_at";"14149";"1.0103";"1.0536";"0.7681";"1.4336";"0.5514"
"259050_at";"14150";"1.0865";"1.1095";"0.9493";"0.788";"0.1647"
"259051_at";"14151";"1.1662";"1.1099";"0.9449";"0.3799";"0.0421"
"259052_at";"14152";"1.0891";"1.1054";"0.9076";"0.8062";"0.1727"
"259053_at";"14153";"0.9868";"1.3883";"0.3557";"1.4435";"0.5617"
"259054_at";"14154";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259055_at";"14155";"1.1106";"1.0834";"0.9883";"0.5968";"0.0965"
"259056_at";"14156";"1.2602";"1.0388";"0.9988";"0.1529";"0.008"
"259057_at";"14157";"0.9423";"1.2667";"0.2917";"1.0484";"0.8305"
"259058_at";"14158";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259059_at";"14159";"0.9871";"1.4438";"0.3881";"1.5045";"0.6271"
"259060_at";"14160";"1.1208";"1.11";"0.9451";"0.5898";"0.0943"
"259061_at";"14161";"1.1607";"1.067";"0.9941";"0.4038";"0.0471"
"259062_at";"14162";"0.9065";"0.7298";"0.104";"1.0057";"0.7534"
"259063_at";"14163";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259064_at";"14164";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259065_at";"14165";"0.9899";"1.6349";"0.5936";"1.5452";"0.7497"
"259066_at";"14166";"1.0313";"1.6784";"0.6648";"1.0728";"0.2998"
"259067_at";"14167";"0.9064";"0.6577";"0.0879";"1.1059";"0.9817"
"259068_at";"14168";"1.2002";"1.052";"0.9971";"0.2786";"0.0238"
"259069_at";"14169";"0.8698";"0.4091";"0.0417";"1.0825";"0.9962"
"259070_at";"14170";"0.9517";"1.1409";"0.2378";"1.0357";"0.7907"
"259071_at";"14171";"0.7283";"0.0831";"0.0044";"1.0528";"0.9996"
"259072_at";"14172";"0.9819";"1.3078";"0.31";"1.4496";"0.5697"
"259073_at";"14173";"1.0263";"1.6604";"0.6257";"1.1501";"0.3445"
"259074_at";"14174";"1.281";"1.1064";"0.9168";"0.1944";"0.0121"
"259075_at";"14175";"0.9984";"1.552";"0.4674";"1.3341";"0.4709"
"259076_at";"14176";"1.4666";"1.0116";"1";"0.0284";"0.0005"
"259077_s_at";"14177";"0.7114";"0.0646";"0.0032";"1.0475";"0.9998"
"259078_at";"14178";"1.1014";"1.1087";"0.9542";"0.7168";"0.137"
"259079_at";"14179";"1.0678";"1.0973";"0.8781";"1.0791";"0.3038"
"259080_at";"14180";"0.8497";"0.4431";"0.0477";"1.1064";"0.98"
"259081_at";"14181";"0.8822";"0.7237";"0.1027";"1.0712";"0.8713"
"259082_at";"14182";"0.9475";"1.0973";"0.2191";"1.1007";"0.9367"
"259083_at";"14183";"0.8417";"0.4182";"0.0433";"1.1072";"0.9579"
"259084_at";"14184";"1.1016";"1.0798";"0.8308";"0.865";"0.1975"
"259085_at";"14185";"1.0256";"1.537";"0.4525";"1.305";"0.4481"
"259086_at";"14186";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259087_at";"14187";"0.9635";"1.4239";"0.3757";"1.0516";"0.8353"
"259088_at";"14188";"1.0441";"1.1064";"0.9169";"1.0641";"0.2955"
"259089_at";"14189";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259090_at";"14190";"0.9704";"1.5026";"0.4248";"1.5098";"0.6321"
"259091_at";"14191";"0.8896";"0.7556";"0.111";"1.5163";"0.7117"
"259092_at";"14192";"1.0653";"1.0828";"0.8386";"0.9426";"0.2336"
"259093_at";"14193";"1.1164";"1.1081";"0.9304";"0.6176";"0.1028"
"259094_at";"14194";"1.0598";"1.0914";"0.8579";"0.9895";"0.2556"
"259095_at";"14195";"1.0374";"1.0539";"0.7532";"1.2226";"0.3906"
"259096_at";"14196";"0.8408";"0.3005";"0.0266";"1.0782";"0.9972"
"259097_at";"14197";"1.114";"1.1053";"0.9077";"0.7348";"0.1441"
"259098_at";"14198";"1.0642";"1.0791";"0.8288";"0.8469";"0.1901"
"259099_at";"14199";"0.9949";"1.5332";"0.4499";"1.3348";"0.4714"
"259100_at";"14200";"1.0928";"1.0792";"0.8287";"0.8925";"0.2093"
"259101_at";"14201";"0.9873";"1.5931";"0.5073";"1.0484";"0.8303"
"259102_at";"14202";"0.5144";"0.0088";"0.0002";"1.0305";"1"
"259103_at";"14203";"1.1407";"1.0935";"0.867";"0.5011";"0.0707"
"259104_at";"14204";"0.4198";"0.0026";"0";"1.014";"1"
"259105_at";"14205";"1.2563";"1.0395";"0.9987";"0.1878";"0.0114"
"259106_at";"14206";"1.1037";"1.1094";"0.9513";"0.7113";"0.1353"
"259107_at";"14207";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259108_at";"14208";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259109_at";"14209";"1.1183";"1.0931";"0.8655";"0.6975";"0.1297"
"259110_at";"14210";"1.1169";"1.1049";"0.9062";"0.6255";"0.1062"
"259111_at";"14211";"0.9963";"1.4085";"0.3672";"1.4934";"0.6844"
"259112_at";"14212";"0.9645";"1.0626";"0.206";"1.1078";"0.9594"
"259113_at";"14213";"1.2986";"1.0769";"0.9911";"0.1468";"0.0075"
"259114_at";"14214";"1.015";"1.0538";"0.7706";"1.3367";"0.4733"
"259115_at";"14215";"1.4023";"1.0704";"0.9932";"0.0739";"0.0023"
"259116_at";"14216";"0.618";"0.0239";"0.0009";"1.0341";"1"
"259117_at";"14217";"1.4405";"1.1029";"0.9704";"0.0576";"0.0016"
"259118_at";"14218";"0.8411";"0.3106";"0.0279";"1.0802";"0.9968"
"259119_at";"14219";"1.0841";"1.0883";"0.8522";"0.7988";"0.1698"
"259120_at";"14220";"0.9957";"1.6365";"0.5548";"1.042";"0.8177"
"259121_at";"14221";"0.8631";"0.3904";"0.0387";"1.0827";"0.9961"
"259122_at";"14222";"0.9687";"1.3091";"0.3106";"1.0714";"0.8726"
"259123_at";"14223";"0.9757";"1.5105";"0.4306";"1.5037";"0.6578"
"259124_at";"14224";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259125_at";"14225";"1.095";"1.0855";"0.8453";"0.6";"0.0975"
"259126_at";"14226";"1.0022";"1.0312";"0.6922";"1.3566";"0.4876"
"259127_at";"14227";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"259128_at";"14228";"0.9967";"1.5617";"0.4752";"1.4552";"0.5755"
"259129_at";"14229";"0.9187";"0.7288";"0.1038";"1.104";"0.9842"
"259130_at";"14230";"0.9587";"1.1548";"0.2432";"1.5305";"0.7294"
"259131_at";"14231";"1.0314";"1.6686";"0.6468";"1.3683";"0.4971"
"259132_at";"14232";"0.9783";"1.3524";"0.3353";"1.0937";"0.9182"
